Order_ID,Customer_ID,Product_ID,Category,Supplier,Region,Marketing_Channel,Order_Date,Price,Quantity,Customer_Age,Payment_Type,Shipping_Time_days,Delivery_Issue,Return_Flag,Return_Reason
ORD112652,CUST12471,PID6874,Electronics,TechWorks,USA,Email,2023-02-19,365.02,1,16,Credit Card,3,No,0,
ORD112653,CUST12445,PID4895,Sports,Sportify,Germany,Organic,2024-08-06,66.96,1,33,Credit Card,1,No,0,
ORD112654,CUST11099,PID8433,Sports,GearHouse,Canada,Facebook/Instagram,2023-03-10,37.65,3,29,Credit Card,9,No,0,
ORD112655,CUST12258,PID1984,Home Decor,HomeSense,India,Facebook/Instagram,2024-01-26,89.37,2,32,Credit Card,4,No,0,
ORD112656,CUST13619,PID5903,Electronics,TechWorks,India,Organic,2024-01-18,368.47,1,31,COD,3,Yes,0,
ORD112657,CUST10291,PID8510,Home Decor,DecoCraft,India,Organic,2023-01-16,96.06,1,30,COD,1,No,0,
ORD112658,CUST12077,PID5627,Beauty,SkinCareInc,USA,Organic,2024-03-14,34.92,1,16,Credit Card,7,No,0,
ORD112659,CUST13645,PID2807,Electronics,TechWorks,Canada,Organic,2024-07-21,106.89,1,29,Credit Card,9,No,0,
ORD112660,CUST14472,PID1913,Beauty,SkinCareInc,UK,Organic,2024-09-08,18.89,1,35,UPI,4,Yes,0,
ORD112661,CUST10163,PID8326,Sports,ActiveFit,Canada,Organic,2023-05-12,82.81,1,20,Credit Card,2,No,0,
ORD112662,CUST14163,PID6251,Beauty,SkinCareInc,UK,Google Ads,2024-07-13,31.61,1,31,Credit Card,1,No,0,
ORD112663,CUST11043,PID7000,Sports,GearHouse,Australia,Google Ads,2023-09-05,79.86,1,34,COD,6,No,0,
ORD112664,CUST10226,PID8824,Beauty,SkinCareInc,India,Google Ads,2023-09-30,5.23,1,38,UPI,5,No,0,
ORD112665,CUST12600,PID1368,Electronics,Digitron,UK,Google Ads,2024-09-14,320.1,1,37,Credit Card,9,No,0,
ORD112666,CUST10889,PID8898,Home Decor,DecoCraft,India,Facebook/Instagram,2023-12-15,39.42,1,22,Wallet,6,No,0,
ORD112667,CUST11442,PID3323,Electronics,GadgetPro,UK,Email,2024-04-28,211.33,1,28,Credit Card,5,No,0,
ORD112668,CUST14851,PID3940,Beauty,GlowLabs,USA,Organic,2024-07-03,20.51,2,34,UPI,1,No,0,
ORD112669,CUST10223,PID2808,Fashion,TrendWear,USA,Organic,2023-12-23,20.28,1,33,Credit Card,1,No,0,
ORD112670,CUST13121,PID2896,Home Decor,DecoCraft,USA,Organic,2023-11-14,103.87,1,32,Credit Card,6,No,0,
ORD112671,CUST14865,PID4971,Electronics,TechWorks,Canada,Organic,2024-09-24,570.11,1,32,UPI,7,No,0,
ORD112672,CUST12292,PID3044,Electronics,GadgetPro,USA,Organic,2023-02-17,171.74,1,16,Credit Card,2,No,0,
ORD112673,CUST11173,PID5299,Beauty,SkinCareInc,USA,Organic,2023-01-10,26.4,1,43,Credit Card,1,No,0,
ORD112674,CUST11923,PID6294,Fashion,TrendWear,USA,Organic,2023-08-21,13.73,1,28,Credit Card,5,No,0,
ORD112675,CUST11004,PID5455,Fashion,TrendWear,USA,Referral,2023-02-05,31.57,1,25,Credit Card,4,No,0,
ORD112676,CUST13384,PID6634,Beauty,PureBeauty,India,Facebook/Instagram,2024-02-17,26.02,1,45,Credit Card,1,No,0,
ORD112677,CUST11707,PID7957,Fashion,StylishCo,India,Facebook/Instagram,2024-04-06,3.91,1,41,Credit Card,3,No,0,
ORD112678,CUST10904,PID4069,Sports,Sportify,USA,Email,2023-01-04,97.69,1,25,Credit Card,4,No,0,
ORD112679,CUST13964,PID6080,Sports,GearHouse,USA,Referral,2023-02-13,70.08,1,49,Credit Card,4,No,0,
ORD112680,CUST14663,PID7580,Fashion,FabricHub,Canada,Email,2024-07-21,35.05,1,30,Credit Card,2,No,0,
ORD112681,CUST11575,PID9137,Fashion,TrendWear,USA,Google Ads,2024-07-07,39.38,1,35,Wallet,2,No,0,
ORD112682,CUST11872,PID4592,Electronics,TechWorks,India,Organic,2023-09-12,197.48,2,31,COD,3,No,0,
ORD112683,CUST11808,PID4408,Electronics,Digitron,Canada,Email,2023-04-24,357.55,1,31,Credit Card,8,Yes,0,
ORD112684,CUST11857,PID2312,Electronics,GadgetPro,Australia,Google Ads,2024-02-01,23.24,1,50,Credit Card,3,No,0,
ORD112685,CUST13674,PID9962,Sports,ActiveFit,USA,Facebook/Instagram,2023-06-23,30.59,1,33,Credit Card,5,Yes,0,
ORD112686,CUST13395,PID8564,Electronics,GadgetPro,Germany,Google Ads,2023-09-12,107.09,1,23,Credit Card,5,No,0,
ORD112687,CUST14386,PID9513,Home Decor,HomeSense,India,Organic,2024-04-10,22.48,1,41,Credit Card,9,No,0,
ORD112688,CUST10478,PID4360,Beauty,PureBeauty,USA,Organic,2023-10-04,25.51,1,39,Credit Card,6,No,0,
ORD112689,CUST11514,PID5635,Home Decor,CozyLiving,USA,Email,2024-04-08,68.54,1,24,Credit Card,6,No,0,
ORD112690,CUST14568,PID9346,Fashion,FabricHub,India,Organic,2024-05-16,63.97,1,23,COD,4,No,1,Damaged
ORD112691,CUST12451,PID7817,Beauty,SkinCareInc,Germany,Facebook/Instagram,2024-03-16,25.64,1,26,COD,3,No,0,
ORD112692,CUST14422,PID5087,Sports,Sportify,UK,Facebook/Instagram,2023-03-10,85.38,1,47,Wallet,9,No,0,
ORD112693,CUST13366,PID1222,Sports,ActiveFit,UK,Google Ads,2024-05-23,15.9,1,27,Credit Card,4,No,0,
ORD112694,CUST12675,PID1888,Electronics,TechWorks,USA,Email,2023-11-22,64.91,1,24,Debit Card,8,No,0,
ORD112695,CUST13608,PID4472,Sports,ActiveFit,USA,Organic,2023-03-08,57.9,1,31,Credit Card,2,No,0,
ORD112696,CUST14038,PID6649,Fashion,StylishCo,Germany,Google Ads,2023-10-31,43.23,1,52,Credit Card,2,Yes,1,Damaged
ORD112697,CUST12785,PID5794,Fashion,TrendWear,USA,Google Ads,2024-04-28,59.53,1,31,Credit Card,6,No,0,
ORD112698,CUST10292,PID6779,Home Decor,CozyLiving,Australia,Organic,2024-07-01,93.15,1,34,COD,5,No,0,
ORD112699,CUST13658,PID9684,Home Decor,DecoCraft,USA,Organic,2024-02-21,16.59,2,39,Credit Card,1,No,0,
ORD112700,CUST14610,PID6785,Sports,GearHouse,India,Google Ads,2023-06-08,102.61,1,28,Credit Card,1,No,0,
ORD112701,CUST10288,PID6910,Electronics,GadgetPro,India,Google Ads,2023-05-29,398.73,1,27,Credit Card,7,No,0,
ORD112702,CUST11718,PID6239,Home Decor,CozyLiving,Germany,Organic,2023-01-27,160.22,1,33,Credit Card,2,No,0,
ORD112703,CUST13528,PID1108,Beauty,SkinCareInc,India,Referral,2024-08-06,19.09,1,24,Credit Card,1,No,0,
ORD112704,CUST10148,PID4059,Electronics,GadgetPro,India,Email,2023-09-05,294.28,1,52,Credit Card,5,No,0,
ORD112705,CUST10092,PID8080,Fashion,TrendWear,UK,Organic,2023-04-11,43.89,1,16,Wallet,6,No,0,
ORD112706,CUST12617,PID9918,Fashion,TrendWear,UK,Facebook/Instagram,2023-04-06,39.71,1,39,Credit Card,1,No,0,
ORD112707,CUST12829,PID1248,Sports,GearHouse,USA,Google Ads,2024-01-19,164.77,3,38,Debit Card,1,No,1,Changed Mind
ORD112708,CUST10490,PID2782,Fashion,FabricHub,India,Email,2023-10-09,55.85,1,33,Debit Card,5,No,1,Wrong Size
ORD112709,CUST12835,PID1426,Beauty,SkinCareInc,UK,Organic,2023-11-18,36.62,1,31,Credit Card,5,No,0,
ORD112710,CUST11480,PID6292,Home Decor,DecoCraft,USA,Organic,2024-01-31,120.18,1,31,Wallet,1,No,0,
ORD112711,CUST13808,PID2793,Fashion,StylishCo,USA,Organic,2023-10-05,26.89,1,42,Wallet,5,No,0,
ORD112712,CUST12912,PID7704,Fashion,FabricHub,UK,Facebook/Instagram,2024-06-12,68.4,1,33,Credit Card,5,No,0,
ORD112713,CUST14785,PID6770,Fashion,FabricHub,UK,Facebook/Instagram,2023-09-20,65.5,2,25,Credit Card,7,No,1,Wrong Size
ORD112714,CUST10646,PID3821,Sports,Sportify,Canada,Organic,2024-09-10,134.03,1,27,Wallet,11,No,0,
ORD112715,CUST13059,PID3661,Electronics,GadgetPro,UK,Email,2024-08-02,330.72,1,44,Credit Card,8,No,0,
ORD112716,CUST11267,PID8764,Home Decor,HomeSense,India,Referral,2024-10-01,60.8,3,42,Debit Card,1,No,0,
ORD112717,CUST12380,PID9882,Fashion,StylishCo,India,Google Ads,2023-10-20,31.49,1,34,COD,6,No,0,
ORD112718,CUST13590,PID5877,Fashion,FabricHub,Australia,Facebook/Instagram,2023-10-21,19.82,1,28,Credit Card,11,No,0,
ORD112719,CUST12801,PID2690,Home Decor,DecoCraft,India,Facebook/Instagram,2024-08-30,77.72,2,28,Credit Card,7,No,1,Changed Mind
ORD112720,CUST13478,PID6151,Fashion,FabricHub,USA,Email,2024-01-30,28.2,3,39,COD,2,No,0,
ORD112721,CUST11728,PID7012,Sports,Sportify,Germany,Email,2024-05-27,53.2,1,40,Credit Card,2,Yes,0,
ORD112722,CUST10854,PID5644,Sports,GearHouse,UK,Facebook/Instagram,2023-06-29,79.71,1,33,Wallet,5,Yes,0,
ORD112723,CUST11159,PID5883,Electronics,TechWorks,USA,Organic,2024-11-23,246.69,1,37,COD,3,No,0,
ORD112724,CUST12699,PID9242,Electronics,Digitron,Australia,Organic,2023-08-23,173.89,1,29,Debit Card,4,Yes,0,
ORD112725,CUST10175,PID7034,Fashion,TrendWear,India,Organic,2023-12-03,57.56,1,34,Credit Card,1,Yes,1,Wrong Size
ORD112726,CUST12084,PID8264,Electronics,TechWorks,India,Organic,2023-01-08,93.65,2,40,Credit Card,2,No,0,
ORD112727,CUST12805,PID7770,Sports,ActiveFit,India,Google Ads,2024-03-18,96.94,1,32,COD,5,No,0,
ORD112728,CUST11884,PID4295,Sports,Sportify,UK,Organic,2024-06-22,82.76,1,36,Debit Card,4,No,0,
ORD112729,CUST13513,PID2226,Beauty,PureBeauty,USA,Google Ads,2024-10-19,6.5,1,40,Wallet,2,No,0,
ORD112730,CUST11114,PID4656,Electronics,Digitron,USA,Organic,2023-04-01,121.48,1,27,Credit Card,6,No,0,
ORD112731,CUST12981,PID3762,Home Decor,DecoCraft,India,Google Ads,2023-09-29,88.25,1,39,UPI,6,No,0,
ORD112732,CUST10495,PID3234,Beauty,PureBeauty,Australia,Google Ads,2023-01-05,14.24,3,59,Credit Card,6,No,1,Damaged
ORD112733,CUST14708,PID8072,Beauty,PureBeauty,USA,Organic,2024-08-16,18.59,1,36,Credit Card,3,No,0,
ORD112734,CUST14713,PID9303,Home Decor,CozyLiving,USA,Organic,2023-08-07,61.51,1,30,Credit Card,2,No,0,
ORD112735,CUST10372,PID8593,Electronics,TechWorks,UK,Facebook/Instagram,2023-04-28,125.52,1,44,COD,6,No,0,
ORD112736,CUST11994,PID7515,Beauty,SkinCareInc,USA,Facebook/Instagram,2024-08-15,24.49,3,42,Credit Card,2,Yes,0,
ORD112737,CUST12067,PID6765,Home Decor,CozyLiving,India,Google Ads,2024-08-04,64.11,1,25,UPI,4,No,0,
ORD112738,CUST13425,PID4654,Beauty,GlowLabs,UK,Google Ads,2023-04-25,30.14,2,49,Credit Card,2,No,0,
ORD112739,CUST12616,PID8912,Electronics,Digitron,India,Organic,2023-09-20,203.9,1,17,Credit Card,3,No,0,
ORD112740,CUST12861,PID2322,Fashion,StylishCo,India,Email,2023-11-02,57.79,1,41,UPI,9,No,0,
ORD112741,CUST14590,PID2746,Electronics,GadgetPro,Canada,Google Ads,2024-10-15,132.47,1,36,Credit Card,10,No,0,
ORD112742,CUST14966,PID5663,Beauty,GlowLabs,India,Email,2024-02-26,9.56,1,36,Credit Card,8,Yes,1,Changed Mind
ORD112743,CUST13089,PID1015,Electronics,TechWorks,India,Email,2023-07-26,321.5,1,65,Debit Card,7,No,0,
ORD112744,CUST14501,PID6531,Electronics,Digitron,Canada,Referral,2024-09-14,106.71,1,25,Wallet,3,No,0,
ORD112745,CUST13410,PID5677,Electronics,Digitron,USA,Email,2023-10-30,297.88,1,54,Credit Card,7,No,1,Late Delivery
ORD112746,CUST13036,PID3003,Beauty,GlowLabs,India,Facebook/Instagram,2023-04-22,28.54,1,35,COD,10,No,0,
ORD112747,CUST14474,PID3857,Sports,GearHouse,Canada,Facebook/Instagram,2024-02-21,72.03,1,19,COD,10,No,0,
ORD112748,CUST12712,PID4915,Beauty,GlowLabs,Germany,Organic,2024-07-08,22.32,2,41,Debit Card,8,Yes,1,Damaged
ORD112749,CUST11369,PID6826,Sports,Sportify,UK,Facebook/Instagram,2023-10-12,70.96,1,43,Credit Card,3,No,0,
ORD112750,CUST14106,PID8858,Home Decor,DecoCraft,UK,Organic,2024-10-01,99.45,1,32,Wallet,4,No,0,
ORD112751,CUST10467,PID4794,Electronics,GadgetPro,Germany,Google Ads,2023-07-04,404.36,1,20,Wallet,8,No,0,
ORD112752,CUST14025,PID7017,Sports,Sportify,India,Organic,2023-08-09,3.36,3,53,Credit Card,3,No,0,
ORD112753,CUST12810,PID4926,Home Decor,HomeSense,Germany,Organic,2024-03-19,76.05,1,50,Debit Card,12,No,0,
ORD112754,CUST14676,PID3278,Electronics,TechWorks,Canada,Organic,2023-04-27,120.34,1,40,Credit Card,8,No,0,
ORD112755,CUST10738,PID3181,Fashion,TrendWear,USA,Organic,2023-03-11,34.51,1,51,Wallet,5,No,0,
ORD112756,CUST11194,PID7645,Home Decor,CozyLiving,Australia,Email,2023-03-11,103.63,1,50,Credit Card,3,No,1,Wrong Size
ORD112757,CUST11792,PID9318,Sports,GearHouse,India,Email,2024-09-13,129.9,2,30,COD,5,No,0,
ORD112758,CUST11992,PID5037,Fashion,FabricHub,USA,Organic,2024-03-02,35.56,1,28,Credit Card,3,No,0,
ORD112759,CUST11365,PID5071,Sports,Sportify,USA,Email,2024-10-05,86.75,1,36,Credit Card,5,No,0,
ORD112760,CUST12793,PID7637,Sports,ActiveFit,USA,Organic,2024-07-21,29.64,2,33,Debit Card,2,No,0,
ORD112761,CUST12830,PID9116,Sports,Sportify,Germany,Organic,2024-03-18,17.53,1,24,Debit Card,5,No,0,
ORD112762,CUST13558,PID1949,Fashion,FabricHub,USA,Google Ads,2024-08-23,78.07,1,26,Credit Card,9,No,0,
ORD112763,CUST11682,PID7475,Fashion,StylishCo,India,Organic,2023-05-17,38.61,2,43,COD,8,No,0,
ORD112764,CUST14485,PID4612,Fashion,TrendWear,USA,Organic,2024-05-18,56.23,1,25,Credit Card,3,No,0,
ORD112765,CUST14530,PID8790,Electronics,Digitron,India,Facebook/Instagram,2023-05-11,96.11,1,44,COD,2,No,0,
ORD112766,CUST14071,PID7793,Home Decor,DecoCraft,Australia,Google Ads,2023-08-06,23.35,1,25,Wallet,8,No,0,
ORD112767,CUST12337,PID9857,Beauty,GlowLabs,USA,Google Ads,2024-11-18,49.38,1,37,Credit Card,3,No,0,
ORD112768,CUST13715,PID5292,Fashion,FabricHub,Canada,Organic,2023-06-20,43.27,1,43,Credit Card,2,Yes,0,
ORD112769,CUST12080,PID7560,Electronics,Digitron,USA,Email,2024-04-19,421.37,1,39,UPI,8,No,0,
ORD112770,CUST10704,PID7220,Home Decor,CozyLiving,UK,Organic,2024-09-03,93.78,1,35,Credit Card,2,Yes,0,
ORD112771,CUST13103,PID7890,Electronics,TechWorks,USA,Organic,2023-05-09,247.32,1,25,Credit Card,5,Yes,1,Not as Described
ORD112772,CUST12812,PID3143,Beauty,GlowLabs,USA,Email,2023-02-26,24.86,1,31,Debit Card,5,No,0,
ORD112773,CUST10902,PID4137,Sports,GearHouse,USA,Organic,2023-06-30,79.02,1,42,Credit Card,6,No,0,
ORD112774,CUST12738,PID9566,Fashion,FabricHub,USA,Organic,2023-09-03,35.89,1,18,COD,5,No,0,
ORD112775,CUST12916,PID7841,Home Decor,DecoCraft,USA,Organic,2023-05-24,128.38,3,39,Credit Card,7,No,0,
ORD112776,CUST11136,PID6941,Fashion,TrendWear,USA,Email,2023-02-20,53.36,1,39,COD,5,No,0,
ORD112777,CUST11051,PID3267,Home Decor,CozyLiving,USA,Organic,2024-01-03,38.22,2,34,Debit Card,1,No,0,
ORD112778,CUST11919,PID5869,Home Decor,DecoCraft,USA,Facebook/Instagram,2024-04-03,34.85,1,42,Credit Card,4,No,0,
ORD112779,CUST12065,PID5739,Beauty,PureBeauty,UK,Google Ads,2023-08-06,21.49,1,29,Credit Card,1,Yes,1,Damaged
ORD112780,CUST10642,PID9663,Electronics,GadgetPro,Germany,Organic,2024-09-07,268.36,3,41,Credit Card,2,No,0,
ORD112781,CUST13722,PID8119,Electronics,TechWorks,India,Referral,2024-07-20,236.61,2,32,COD,7,No,1,Late Delivery
ORD112782,CUST11958,PID3997,Sports,GearHouse,USA,Organic,2023-09-14,19.52,1,29,Credit Card,5,No,0,
ORD112783,CUST10020,PID8898,Beauty,PureBeauty,India,Organic,2023-06-05,27.8,1,16,COD,5,Yes,0,
ORD112784,CUST12191,PID7696,Electronics,GadgetPro,Canada,Organic,2024-07-18,187.06,1,43,COD,5,No,0,
ORD112785,CUST14020,PID6872,Home Decor,HomeSense,Canada,Referral,2024-03-17,96.79,1,29,Credit Card,3,No,0,
ORD112786,CUST13400,PID5060,Home Decor,DecoCraft,USA,Google Ads,2024-11-29,68.27,2,47,Credit Card,8,No,0,
ORD112787,CUST12664,PID7420,Fashion,StylishCo,USA,Google Ads,2024-10-23,61.95,1,32,Credit Card,7,No,0,
ORD112788,CUST11136,PID8766,Beauty,PureBeauty,USA,Google Ads,2023-01-25,35.9,1,48,Credit Card,3,Yes,0,
ORD112789,CUST10660,PID4915,Home Decor,CozyLiving,Germany,Referral,2024-10-25,109.37,1,48,COD,7,Yes,1,Changed Mind
ORD112790,CUST13777,PID1624,Sports,GearHouse,UK,Organic,2024-06-19,176.19,1,47,Credit Card,4,No,0,
ORD112791,CUST12805,PID7878,Electronics,Digitron,USA,Organic,2023-03-01,169.47,1,28,Wallet,1,No,0,
ORD112792,CUST10385,PID8953,Beauty,SkinCareInc,USA,Referral,2024-04-11,36.69,1,22,Credit Card,6,No,0,
ORD112793,CUST14245,PID9612,Electronics,TechWorks,Canada,Organic,2024-03-09,89.81,1,29,Debit Card,7,No,0,
ORD112794,CUST11061,PID3166,Sports,GearHouse,USA,Facebook/Instagram,2023-03-07,79.61,1,44,UPI,6,No,0,
ORD112795,CUST11588,PID7011,Fashion,TrendWear,Australia,Email,2024-07-18,34.52,1,22,Credit Card,5,No,0,
ORD112796,CUST13134,PID5034,Electronics,Digitron,Australia,Organic,2023-04-16,383.48,1,42,Credit Card,6,No,0,
ORD112797,CUST14080,PID9240,Sports,GearHouse,UK,Google Ads,2023-04-06,35.09,1,48,UPI,5,No,0,
ORD112798,CUST11759,PID2369,Beauty,SkinCareInc,USA,Facebook/Instagram,2024-11-18,29.9,1,17,Credit Card,4,No,0,
ORD112799,CUST10339,PID9074,Electronics,Digitron,India,Organic,2024-07-04,250.22,1,39,Credit Card,3,No,0,
ORD112800,CUST10890,PID1783,Fashion,FabricHub,UK,Organic,2023-06-17,24.83,1,29,Debit Card,10,No,0,
ORD112801,CUST10980,PID3584,Home Decor,HomeSense,USA,Email,2023-02-11,62.27,1,16,Credit Card,5,No,0,
ORD112802,CUST11474,PID4092,Fashion,FabricHub,USA,Organic,2023-04-14,22.41,1,55,Credit Card,1,No,0,
ORD112803,CUST14967,PID5928,Sports,Sportify,India,Organic,2023-07-23,71.34,2,23,COD,3,Yes,1,Changed Mind
ORD112804,CUST14263,PID7540,Sports,Sportify,Germany,Organic,2024-06-03,67.12,1,43,Debit Card,6,No,0,
ORD112805,CUST14023,PID2367,Home Decor,HomeSense,Canada,Facebook/Instagram,2023-10-09,29.24,2,16,Credit Card,7,No,0,
ORD112806,CUST14645,PID7005,Fashion,FabricHub,India,Email,2023-02-12,27.48,1,38,UPI,6,No,0,
ORD112807,CUST12660,PID3093,Sports,GearHouse,UK,Google Ads,2023-04-20,52.23,1,37,Credit Card,5,No,1,No Longer Needed
ORD112808,CUST11796,PID7529,Home Decor,CozyLiving,Germany,Organic,2023-07-29,48.36,1,43,UPI,3,No,0,
ORD112809,CUST10977,PID1495,Electronics,Digitron,Germany,Organic,2023-02-18,70.69,1,33,Credit Card,8,No,1,Not as Described
ORD112810,CUST12121,PID5513,Fashion,StylishCo,USA,Facebook/Instagram,2023-04-25,65.32,1,16,Credit Card,6,No,0,
ORD112811,CUST12437,PID8079,Sports,Sportify,USA,Facebook/Instagram,2023-06-04,99.42,1,33,COD,1,No,0,
ORD112812,CUST11103,PID1194,Beauty,GlowLabs,USA,Google Ads,2024-10-10,35.08,3,23,Credit Card,9,Yes,0,
ORD112813,CUST10312,PID1094,Fashion,TrendWear,India,Facebook/Instagram,2024-05-17,34.39,1,19,Credit Card,7,No,0,
ORD112814,CUST13074,PID3818,Beauty,PureBeauty,Germany,Referral,2024-11-09,29.17,1,43,Credit Card,2,No,0,
ORD112815,CUST10866,PID1805,Beauty,PureBeauty,Australia,Organic,2023-03-12,27.99,1,42,Credit Card,1,No,1,Damaged
ORD112816,CUST11450,PID4398,Home Decor,CozyLiving,UK,Email,2024-06-02,102.25,1,37,Credit Card,1,No,0,
ORD112817,CUST10922,PID4206,Electronics,GadgetPro,Germany,Organic,2023-12-02,103.67,1,35,Credit Card,4,No,1,Damaged
ORD112818,CUST10497,PID6167,Electronics,GadgetPro,India,Google Ads,2023-03-08,252.91,1,39,Wallet,1,Yes,0,
ORD112819,CUST12691,PID7767,Electronics,GadgetPro,USA,Facebook/Instagram,2024-05-07,349.31,1,21,Credit Card,3,No,0,
ORD112820,CUST12445,PID2524,Electronics,GadgetPro,India,Organic,2024-10-11,108.17,1,42,Credit Card,4,No,1,Changed Mind
ORD112821,CUST10646,PID7142,Electronics,Digitron,USA,Google Ads,2023-08-01,500.94,1,46,Debit Card,4,No,0,
ORD112822,CUST14838,PID4404,Home Decor,DecoCraft,Canada,Facebook/Instagram,2023-06-30,134.74,1,38,Credit Card,3,No,0,
ORD112823,CUST10738,PID2027,Fashion,TrendWear,Germany,Organic,2024-09-04,63.01,1,26,Credit Card,2,No,0,
ORD112824,CUST14467,PID8302,Home Decor,HomeSense,Australia,Facebook/Instagram,2024-08-21,32.0,1,36,COD,3,No,1,Late Delivery
ORD112825,CUST10523,PID3071,Beauty,SkinCareInc,USA,Google Ads,2024-11-27,29.02,1,19,Credit Card,5,No,0,
ORD112826,CUST14122,PID4064,Fashion,TrendWear,USA,Facebook/Instagram,2024-08-25,17.15,1,26,Credit Card,3,Yes,0,
ORD112827,CUST13732,PID4544,Electronics,GadgetPro,UK,Google Ads,2023-09-05,88.49,2,35,Wallet,7,No,0,
ORD112828,CUST13974,PID3893,Fashion,StylishCo,USA,Email,2023-08-02,63.27,1,36,Credit Card,1,No,0,
ORD112829,CUST13436,PID8670,Fashion,FabricHub,USA,Email,2023-12-25,46.09,1,35,Credit Card,5,No,0,
ORD112830,CUST13498,PID5622,Electronics,Digitron,India,Organic,2023-09-06,111.35,1,31,Wallet,4,No,0,
ORD112831,CUST13635,PID4193,Sports,GearHouse,USA,Email,2024-09-29,107.35,2,44,COD,8,No,0,
ORD112832,CUST11810,PID7040,Fashion,FabricHub,Germany,Facebook/Instagram,2024-05-30,52.4,1,21,Credit Card,2,No,0,
ORD112833,CUST10733,PID6370,Sports,ActiveFit,India,Organic,2023-03-29,81.33,1,52,Debit Card,4,No,0,
ORD112834,CUST13900,PID6288,Fashion,TrendWear,USA,Google Ads,2024-10-24,75.8,1,20,Credit Card,1,No,0,
ORD112835,CUST10544,PID7354,Sports,GearHouse,India,Facebook/Instagram,2023-06-25,43.5,1,25,COD,3,No,0,
ORD112836,CUST13653,PID2293,Electronics,TechWorks,USA,Google Ads,2024-03-01,163.93,1,26,Credit Card,2,No,0,
ORD112837,CUST12622,PID5236,Fashion,StylishCo,Canada,Organic,2024-08-25,62.59,1,24,COD,3,No,0,
ORD112838,CUST11321,PID9490,Fashion,TrendWear,Australia,Facebook/Instagram,2023-03-22,31.17,1,41,Credit Card,2,No,0,
ORD112839,CUST14577,PID2729,Fashion,StylishCo,Australia,Google Ads,2023-05-18,43.66,1,29,Credit Card,3,Yes,0,
ORD112840,CUST10828,PID9571,Fashion,TrendWear,USA,Facebook/Instagram,2024-03-08,33.72,1,36,Credit Card,2,No,0,
ORD112841,CUST12466,PID3621,Fashion,FabricHub,USA,Email,2024-04-14,29.67,1,38,Credit Card,6,Yes,1,Wrong Size
ORD112842,CUST13753,PID2781,Fashion,FabricHub,Canada,Facebook/Instagram,2023-12-16,28.5,1,42,COD,4,No,0,
ORD112843,CUST11285,PID7859,Home Decor,HomeSense,UK,Facebook/Instagram,2023-05-06,47.91,1,37,Wallet,9,Yes,0,
ORD112844,CUST10300,PID3610,Fashion,StylishCo,Australia,Google Ads,2023-11-05,45.18,1,31,Credit Card,1,No,0,
ORD112845,CUST14145,PID2159,Beauty,SkinCareInc,Australia,Facebook/Instagram,2023-08-18,35.12,1,54,COD,3,No,0,
ORD112846,CUST13187,PID3142,Home Decor,DecoCraft,Canada,Facebook/Instagram,2024-04-04,103.21,1,18,Credit Card,1,No,0,
ORD112847,CUST11702,PID9089,Sports,Sportify,India,Google Ads,2023-12-11,102.39,1,25,Credit Card,8,No,0,
ORD112848,CUST12250,PID5862,Fashion,StylishCo,USA,Organic,2023-11-06,39.44,1,32,Credit Card,5,Yes,0,
ORD112849,CUST12498,PID1481,Beauty,PureBeauty,UK,Organic,2023-01-20,7.8,1,41,COD,7,No,0,
ORD112850,CUST13698,PID3553,Fashion,TrendWear,Germany,Facebook/Instagram,2024-07-14,45.59,1,52,Credit Card,2,No,1,Wrong Size
ORD112851,CUST11902,PID9202,Beauty,PureBeauty,India,Organic,2024-10-08,41.8,2,16,Credit Card,4,No,0,
ORD112852,CUST14245,PID2456,Fashion,FabricHub,India,Organic,2024-06-24,65.25,1,53,Debit Card,1,No,0,
ORD112853,CUST10213,PID5328,Fashion,FabricHub,Canada,Organic,2024-07-13,48.16,1,37,UPI,5,No,0,
ORD112854,CUST13737,PID7477,Electronics,Digitron,UK,Facebook/Instagram,2024-04-21,234.23,1,26,UPI,5,No,0,
ORD112855,CUST14725,PID6877,Home Decor,CozyLiving,USA,Facebook/Instagram,2023-09-26,6.37,1,46,Credit Card,1,No,0,
ORD112856,CUST11149,PID1009,Beauty,PureBeauty,Germany,Organic,2023-01-03,20.3,1,43,Wallet,3,No,0,
ORD112857,CUST11526,PID1619,Home Decor,DecoCraft,India,Organic,2023-01-16,111.02,1,18,Wallet,8,No,0,
ORD112858,CUST12394,PID9587,Sports,ActiveFit,Germany,Organic,2024-08-28,58.66,1,26,Credit Card,7,No,0,
ORD112859,CUST11816,PID1201,Home Decor,CozyLiving,India,Email,2023-12-24,104.26,1,31,Debit Card,8,No,0,
ORD112860,CUST10770,PID1075,Home Decor,DecoCraft,UK,Referral,2024-10-07,140.35,1,28,Debit Card,3,No,0,
ORD112861,CUST10776,PID9133,Sports,GearHouse,India,Organic,2023-05-13,61.31,1,20,Credit Card,1,No,0,
ORD112862,CUST11583,PID4412,Beauty,PureBeauty,USA,Email,2023-11-08,2.73,1,22,Credit Card,3,No,0,
ORD112863,CUST11972,PID5216,Electronics,Digitron,USA,Referral,2024-04-26,350.81,1,35,Credit Card,1,No,0,
ORD112864,CUST13443,PID9903,Electronics,TechWorks,Germany,Organic,2024-06-27,176.98,1,36,Credit Card,3,Yes,0,
